fixture,sample,compile_ns,query_ns,rows,domain_pairs,unifications,semantic_sha256
STACK_TOTAL symmetric-edges-100-partitions-10 0 384
STACK_LEAF symmetric-edges-100-partitions-10 1 java.lang.AbstractStringBuilder.getChars 1
STACK_LEAF symmetric-edges-100-partitions-10 1 java.lang.AbstractStringBuilder.inflate 1
STACK_LEAF symmetric-edges-100-partitions-10 1 java.lang.ThreadLocal$ThreadLocalMap.getEntryAfterMiss 12
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.AbstractCollection.addAll 8
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.AbstractCollection.toArray 1
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.ArrayList.addAll 1
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap$HashIterator.<init> 5
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap$HashIterator.nextNode 4
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap$TreeNode.find 37
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap$TreeNode.getTreeNode 4
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap$TreeNode.putTreeVal 24
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap.containsKey 2
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap.get 1
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap.getNode 3
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap.hash 28
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap.put 9
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap.putVal 14
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.HashMap.remove 1
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.TreeMap.getEntry 8
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.TreeMap.keyIterator 2
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.TreeMap.successor 10
STACK_LEAF symmetric-edges-100-partitions-10 1 java.util.TreeSet.iterator 9
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.Linker.checkSystem 1
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.Linker.isValidFor 3
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.Linker.linkDatabase 3
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.Linker.linkDomains 6
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.Linker.markExcluded 1
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.Linker.selectDomainCandidates 1
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.Mind.findTSolve 4
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.Mind.isUnitDeleted 1
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.factory.FValueFactory.release 1
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.isPromoted 3
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.primitives.Argument.getValue 37
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.primitives.ArgumentsList.getStamp 1
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.primitives.ArgumentsList.getTVariables 6
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.primitives.TVariableSet.hashCode 79
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.storage.Escalera.find 1
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.storage.Escalera.get 2
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.storage.Step.getData 7
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.getOverlaps 2
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.isExcluded 4
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.units.Rule.setMind 4
STACK_LEAF symmetric-edges-100-partitions-10 1 org.kanger.units.TSolve.<init> 1
STACK_LEAF symmetric-edges-100-partitions-10 1 sun.util.locale.provider.TimeZoneNameUtility.retrieveDisplayNamesImpl 1
symmetric-edges-100-partitions-10,1,177854089,3671735608,201,354220,318210,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
STACK_TOTAL symmetric-edges-100-partitions-10 2 349
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Analyzer.analyze 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Analyzer.candidatesFor 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Analyzer.checkDatabase 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Analyzer.checkRight 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker$3.run 123
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker$4.run 310
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.access$1 19
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.access$2 60
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.access$3 44
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.access$4 203
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.access$5 309
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.checkSystem 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.getSolveCandidates 13
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.isValidFor 203
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.link 344
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.linkDatabase 44
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.linkDomains 60
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.markExcluded 16
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.rotateVariables 339
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.rotator 344
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.selectDomainCandidates 19
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.synchronizeSolveIndex 161
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Linker.updateDatabase 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.addTSolve 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.analyze 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.finalizeTransactionRootLocked 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.findTSolve 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.finishTransactionLocked 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.isUnitDeleted 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.link 344
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.pack 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.query 349
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.queryCheckFalse 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.queryCheckTrue 348
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.release 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.Mind.unlinkCVar 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.TValueBaselineBenchmarkRunner.bench 349
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.TValueBaselineBenchmarkRunner.main 349
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.TValueBaselineBenchmarkRunner.run 349
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.TechnicalMindTransaction.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.TechnicalMindTransaction.begin 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.TechnicalMindTransaction.rollback 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.enums.Tools.parseDate 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.DictionaryFactory.add 4
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.DictionaryFactory.find 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.DictionaryFactory.pack 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.DomainFactory.add 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.FValueFactory.release 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.LibraryFactory.transaction 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleCandidateIndex$IdIndex.get 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleCandidateIndex.collectResolvedLocal 15
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleCandidateIndex.computeBatchSummary 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.add 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.collectDomainIds 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.collectResolvedCandidateIds 15
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.effectiveView 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.find 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.findByDomain 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.findByResolvedDomain 18
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.get 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.getRaw 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.isPromoted 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.TValueFactory.collectIds 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.TValueFactory.find 4
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.TValueFactory.forEach 310
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.TValueFactory.get 10
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.TValueFactory.isEmpty 4
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.factory.TValueFactory.release 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.Argument.getValue 53
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.Argument.isDeleted 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.Argument.isEmpty 29
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.convertBase 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.equalsBase 38
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.equalsStamp 4
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.getHash 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.getStamp 4
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.getTVariables 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.Cause.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.Solve.getHash 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.TVariableSet.contains 14
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.TVariableSet.equals 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.primitives.TVariableSet.hashCode 75
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.storage.Escalera.add 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.storage.Escalera.find 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.storage.Escalera.get 13
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.storage.Escalera.indexStep 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.storage.Escalera.release 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.storage.Step.getData 10
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.CachedDomain.setCauses 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.CachedDomain.setMind 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.createStored 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.getOverlaps 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.isComplete 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.isExcluded 29
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.isProduced 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.isStored 9
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.isUsed 17
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.setCauses 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.setExcluded 12
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.setMind 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.setProduced 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.setUsed 17
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Rule.equalsTo 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Rule.isDeleted 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Rule.setMind 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Rule.setUsed 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.TSolve.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.TSolve.containsTValue 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.TVariable.activeMind 24
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.TVariable.getCurrent 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.TVariable.getValue 22
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.TVariable.isDeleted 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Term.<init> 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 2 org.kanger.units.Term.construct 3
STACK_LEAF symmetric-edges-100-partitions-10 2 java.lang.StringLatin1.regionMatchesCI 1
STACK_LEAF symmetric-edges-100-partitions-10 2 java.lang.ThreadLocal$ThreadLocalMap.getEntryAfterMiss 24
STACK_LEAF symmetric-edges-100-partitions-10 2 java.lang.Throwable.fillInStackTrace 3
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.AbstractCollection.addAll 3
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.AbstractSet.equals 1
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.ArrayList.addAll 1
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap$HashIterator.<init> 4
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap$HashIterator.nextNode 2
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap$TreeNode.find 44
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap$TreeNode.getTreeNode 5
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap$TreeNode.putTreeVal 22
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap.containsKey 2
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap.get 2
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap.getNode 7
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap.hash 15
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap.put 15
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap.putVal 14
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap.resize 3
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashMap.treeifyBin 1
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.HashSet.<init> 1
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.TreeMap.getEntry 15
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.TreeMap.successor 4
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.TreeSet.iterator 3
STACK_LEAF symmetric-edges-100-partitions-10 2 java.util.concurrent.ConcurrentHashMap.get 2
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.Linker.checkSystem 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.Linker.isValidFor 3
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.Linker.linkDatabase 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.Linker.linkDomains 7
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.Linker.rotateVariables 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.Mind.findTSolve 5
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.Mind.isUnitDeleted 6
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.factory.DictionaryFactory.find 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.factory.FValueFactory.release 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.factory.LibraryFactory.transaction 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.factory.RuleFactory.isPromoted 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.primitives.Argument.getValue 31
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.convertBase 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.getStamp 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.primitives.ArgumentsList.getTVariables 2
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.primitives.TVariableSet.hashCode 72
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.storage.Escalera.get 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.storage.Step.getData 3
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.getOverlaps 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.isExcluded 6
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.units.Domain.isProduced 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.units.Rule.equalsTo 1
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.units.Rule.setMind 5
STACK_LEAF symmetric-edges-100-partitions-10 2 org.kanger.units.TSolve.containsTValue 2
symmetric-edges-100-partitions-10,2,129369647,3627228902,201,354220,318210,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
